time,longitude,latitude,>= 0.3Âµm,>= 0.5Âµm,>= 1.0Âµm,>= 2.5Âµm,>= 5.0Âµm,>= 10.0Âµm
2/18/26 18:08,null,null,35,29,9,1,1,0
2/18/26 18:09,null,null,46,42,13,1,0,0
2/18/26 18:09,null,null,52,50,12,2,0,0
2/18/26 18:09,null,null,47,42,10,1,0,0
2/18/26 18:09,null,null,35,29,12,3,0,0
2/18/26 18:09,null,null,31,28,10,3,0,0
2/18/26 18:09,null,null,30,28,6,0,0,0
2/18/26 18:09,null,null,31,27,5,0,0,0
2/18/26 18:09,null,null,41,32,9,1,0,0
2/18/26 18:09,null,null,45,34,9,1,0,0
2/18/26 18:09,null,null,37,32,8,0,0,0
2/18/26 18:09,null,null,31,28,11,0,0,0
2/18/26 18:09,null,null,33,30,11,1,0,0
2/18/26 18:10,null,null,37,33,9,1,0,0
2/18/26 18:10,null,null,33,28,8,2,1,0
2/18/26 18:10,null,null,35,31,12,5,3,0
2/18/26 18:10,null,null,38,32,12,5,2,0
2/18/26 18:10,null,null,40,31,10,3,0,0
2/18/26 18:10,null,null,38,32,7,1,0,0
2/18/26 18:10,null,null,32,25,2,0,0,0
2/18/26 18:10,null,null,30,25,5,1,0,0
2/18/26 18:10,null,null,40,38,14,3,1,1
2/18/26 18:10,null,null,48,44,16,3,1,0
2/18/26 18:10,null,null,37,33,10,1,0,0
2/18/26 18:11,null,null,33,30,11,1,0,0
2/18/26 18:11,null,null,37,32,12,1,0,0
2/18/26 18:11,null,null,44,39,11,2,0,0
2/18/26 18:11,null,null,35,33,9,0,0,0
2/18/26 18:11,null,null,23,21,4,0,0,0
2/18/26 18:12,null,null,25,22,6,2,1,0
2/18/26 18:12,null,null,35,30,7,1,0,0
2/18/26 18:12,null,null,50,42,11,0,0,0
2/18/26 18:12,null,null,53,45,13,2,1,0
2/18/26 18:12,null,null,39,35,10,3,0,0
2/18/26 18:12,null,null,41,39,7,1,0,0
2/18/26 18:12,null,null,49,47,11,0,0,0
2/18/26 18:12,null,null,47,44,19,4,0,0
2/18/26 18:12,null,null,46,42,18,6,0,0
2/18/26 18:12,null,null,49,46,10,2,0,0
2/18/26 18:12,null,null,49,44,7,0,0,0
2/18/26 18:13,null,null,53,47,13,0,0,0
2/18/26 18:13,null,null,63,57,16,1,0,0
2/18/26 18:13,null,null,55,47,11,1,0,0
2/18/26 18:13,null,null,51,41,7,2,1,0
2/18/26 18:13,null,null,54,44,6,1,0,0
2/18/26 18:13,null,null,46,40,5,0,0,0
2/18/26 18:13,null,null,43,39,6,1,0,0
2/18/26 18:13,null,null,37,36,7,1,0,0
2/18/26 18:13,null,null,43,33,8,0,0,0
2/18/26 18:13,null,null,55,41,7,0,0,0
2/18/26 18:13,null,null,46,42,4,0,0,0
2/18/26 18:13,null,null,40,38,3,0,0,0
2/18/26 18:14,null,null,44,38,5,1,0,0
2/18/26 18:14,null,null,48,42,7,1,0,0
2/18/26 18:14,null,null,43,40,8,1,0,0
2/18/26 18:14,null,null,47,42,13,1,1,0
2/18/26 18:14,null,null,52,46,14,1,0,0
2/18/26 18:14,null,null,37,33,8,0,0,0
2/18/26 18:14,null,null,30,26,6,0,0,0
2/18/26 18:14,null,null,40,36,7,0,0,0
2/18/26 18:14,null,null,48,43,7,0,0,0
2/18/26 18:14,null,null,40,36,7,0,0,0
2/18/26 18:14,null,null,31,29,5,0,0,0
2/18/26 18:15,null,null,28,25,4,1,0,0
2/18/26 18:15,null,null,26,23,3,1,0,0
2/18/26 18:15,null,null,38,28,3,1,0,0
2/18/26 18:15,null,null,38,28,5,0,0,0
2/18/26 18:15,null,null,33,31,13,1,0,0
2/18/26 18:15,null,null,41,37,16,2,1,0
2/18/26 18:15,null,null,37,32,12,3,1,1
2/18/26 18:15,null,null,40,35,13,5,1,0
2/18/26 18:15,null,null,45,38,12,3,1,0
2/18/26 18:15,null,null,30,25,6,0,0,0
2/18/26 18:15,null,null,27,25,6,0,0,0
2/18/26 18:15,null,null,37,35,10,0,0,0
2/18/26 18:16,null,null,35,33,12,1,0,0
2/18/26 18:16,null,null,33,30,11,0,0,0
2/18/26 18:16,null,null,33,26,5,1,1,0
2/18/26 18:16,null,null,40,29,3,0,0,0
2/18/26 18:16,null,null,38,30,5,0,0,0
2/18/26 18:16,null,null,39,31,7,0,0,0
2/18/26 18:16,null,null,50,41,7,0,0,0
2/18/26 18:16,null,null,44,38,5,1,0,0
2/18/26 18:16,null,null,41,36,6,0,0,0
2/18/26 18:16,null,null,33,30,7,1,0,0
2/18/26 18:16,null,null,31,29,8,3,1,0
2/18/26 18:17,null,null,49,41,11,2,1,0
2/18/26 18:17,null,null,59,50,18,2,1,0
2/18/26 18:17,null,null,39,33,15,1,0,0
2/18/26 18:17,null,null,31,23,6,0,0,0
2/18/26 18:17,null,null,35,28,4,0,0,0
2/18/26 18:17,null,null,28,25,7,0,0,0
2/18/26 18:17,null,null,27,22,8,1,0,0
2/18/26 18:17,null,null,40,29,7,1,0,0
2/18/26 18:17,null,null,47,38,7,0,0,0
2/18/26 18:17,null,null,38,33,7,2,1,0
2/18/26 18:17,null,null,60,53,8,1,0,0
2/18/26 18:18,null,null,64,54,6,0,0,0
2/18/26 18:18,null,null,53,43,4,1,0,0
2/18/26 18:18,null,null,47,42,4,1,0,0
2/18/26 18:18,null,null,27,24,3,1,0,0
2/18/26 18:18,null,null,27,21,4,1,0,0
2/18/26 18:18,null,null,30,27,7,0,0,0
2/18/26 18:18,null,null,54,50,16,0,0,0
2/18/26 18:18,null,null,90,76,15,1,0,0
2/18/26 18:18,null,null,61,50,7,0,0,0
2/18/26 18:18,null,null,28,26,8,1,0,0
2/18/26 18:18,null,null,32,30,11,2,0,0
2/18/26 18:18,null,null,28,26,6,1,0,0
2/18/26 18:19,null,null,36,32,5,2,1,0
2/18/26 18:19,null,null,43,40,7,1,1,0
2/18/26 18:19,null,null,38,37,8,1,0,0
2/18/26 18:19,null,null,38,35,12,0,0,0
2/18/26 18:19,null,null,37,34,8,0,0,0
2/18/26 18:19,null,null,45,41,6,1,1,1
2/18/26 18:19,null,null,58,53,10,2,1,0
2/18/26 18:19,null,null,78,72,6,2,1,0
2/18/26 18:19,null,null,68,59,3,1,0,0
2/18/26 18:19,null,null,34,25,7,2,1,0
2/18/26 18:19,null,null,39,35,10,1,0,0
2/18/26 18:20,null,null,43,40,6,0,0,0
2/18/26 18:20,null,null,34,28,3,0,0,0
2/18/26 18:20,null,null,28,23,5,0,0,0
2/18/26 18:20,null,null,28,25,8,1,0,0
2/18/26 18:20,null,null,42,38,7,1,0,0
2/18/26 18:20,null,null,52,46,6,1,0,0
2/18/26 18:20,null,null,53,45,6,2,0,0
2/18/26 18:20,null,null,52,44,3,1,0,0
2/18/26 18:20,null,null,49,43,2,0,0,0
2/18/26 18:20,null,null,53,46,12,1,1,1
2/18/26 18:20,null,null,49,41,13,2,1,1
2/18/26 18:20,null,null,40,37,6,1,0,0
2/18/26 18:21,null,null,34,33,8,0,0,0
2/18/26 18:21,null,null,32,31,15,0,0,0
2/18/26 18:21,null,null,29,26,15,1,1,0
2/18/26 18:21,null,null,27,22,8,2,1,0
2/18/26 18:21,null,null,31,28,10,5,1,0
2/18/26 18:21,null,null,34,30,9,5,1,1
2/18/26 18:21,null,null,37,32,9,2,0,0
2/18/26 18:21,null,null,34,30,10,1,0,0
2/18/26 18:21,null,null,32,28,9,2,1,0
2/18/26 18:21,null,null,34,30,11,2,1,0
2/18/26 18:21,null,null,51,42,13,1,0,0
2/18/26 18:22,null,null,57,51,14,0,0,0
2/18/26 18:22,null,null,39,36,8,0,0,0
2/18/26 18:22,null,null,28,24,8,2,2,0
2/18/26 18:22,null,null,32,29,14,1,1,0
2/18/26 18:22,null,null,29,27,13,0,0,0
2/18/26 18:22,null,null,29,26,8,1,1,0
2/18/26 18:22,null,null,34,32,6,1,0,0
2/18/26 18:22,null,null,32,31,6,0,0,0
2/18/26 18:22,null,null,31,29,5,0,0,0
2/18/26 18:22,null,null,50,45,10,2,0,0
2/18/26 18:22,null,null,52,46,14,5,0,0
2/18/26 18:23,null,null,50,42,12,5,0,0
2/18/26 18:23,null,null,59,50,9,3,0,0
2/18/26 18:23,null,null,45,38,5,1,0,0
2/18/26 18:23,null,null,34,31,5,0,0,0
2/18/26 18:23,null,null,42,39,6,0,0,0
2/18/26 18:23,null,null,53,46,7,0,0,0
2/18/26 18:23,null,null,55,47,12,0,0,0
2/18/26 18:23,null,null,58,49,12,1,0,0
2/18/26 18:23,null,null,54,46,5,1,0,0
2/18/26 18:23,null,null,55,48,7,1,1,0
2/18/26 18:23,null,null,68,61,8,1,1,0
2/18/26 18:23,null,null,53,50,5,1,0,0
2/18/26 18:24,null,null,32,30,6,2,0,0
2/18/26 18:24,null,null,25,24,8,1,0,0
2/18/26 18:24,null,null,24,23,8,1,0,0
2/18/26 18:24,null,null,28,26,9,1,0,0
2/18/26 18:24,null,null,29,27,11,1,0,0
2/18/26 18:24,null,null,26,25,13,1,0,0
2/18/26 18:24,null,null,25,22,8,1,0,0
2/18/26 18:24,null,null,27,23,4,1,0,0
2/18/26 18:24,null,null,35,32,8,3,1,0
2/18/26 18:24,null,null,36,33,7,2,0,0
2/18/26 18:24,null,null,28,26,5,2,1,0
2/18/26 18:25,null,null,23,20,7,3,3,0
2/18/26 18:25,null,null,24,20,5,2,1,0
2/18/26 18:25,null,null,31,25,3,1,0,0
2/18/26 18:25,null,null,35,29,4,1,1,0
2/18/26 18:25,null,null,39,29,6,1,1,0
2/18/26 18:25,null,null,46,39,8,2,1,0
2/18/26 18:25,null,null,60,55,7,2,1,0
2/18/26 18:25,null,null,47,41,6,0,0,0
2/18/26 18:25,null,null,28,25,4,0,0,0
2/18/26 18:25,null,null,20,19,2,0,0,0
2/18/26 18:25,null,null,16,14,3,1,1,0
2/18/26 18:25,null,null,24,21,3,1,1,0
2/18/26 18:26,null,null,35,32,4,0,0,0
2/18/26 18:26,null,null,38,36,5,1,0,0
2/18/26 18:26,null,null,37,34,10,2,1,0
2/18/26 18:26,null,null,49,40,13,2,1,0
2/18/26 18:26,null,null,45,36,10,3,2,1
2/18/26 18:26,null,null,34,27,9,1,1,0
2/18/26 18:26,null,null,33,27,8,0,0,0
2/18/26 18:26,null,null,45,38,10,1,0,0
2/18/26 18:26,null,null,57,49,12,2,1,0
2/18/26 18:26,null,null,45,41,13,1,0,0
2/18/26 18:26,null,null,33,26,11,3,1,0
2/18/26 18:27,null,null,29,22,9,4,2,0
2/18/26 18:27,null,null,22,20,6,1,1,0
2/18/26 18:27,null,null,23,20,9,1,0,0
2/18/26 18:27,null,null,36,29,14,4,3,0
2/18/26 18:27,null,null,34,27,10,3,2,0
2/18/26 18:27,null,null,31,26,6,1,0,0
2/18/26 18:27,null,null,35,32,7,1,0,0
2/18/26 18:27,null,null,43,41,9,1,0,0
2/18/26 18:27,null,null,46,42,7,1,0,0
2/18/26 18:27,null,null,37,33,10,2,1,0
2/18/26 18:27,null,null,44,39,16,3,2,0
2/18/26 18:27,null,null,41,37,12,3,2,0
2/18/26 18:28,null,null,39,37,11,2,0,0
2/18/26 18:28,null,null,42,40,14,1,0,0
2/18/26 18:28,null,null,34,32,13,2,0,0
2/18/26 18:28,null,null,33,27,8,2,0,0
2/18/26 18:28,null,null,30,21,4,1,0,0
2/18/26 18:28,null,null,25,17,5,1,0,0
2/18/26 18:28,null,null,25,19,4,1,0,0
2/18/26 18:28,null,null,25,20,1,0,0,0
2/18/26 18:28,null,null,31,25,2,0,0,0
2/18/26 18:28,null,null,46,38,7,1,1,0
2/18/26 18:28,null,null,47,39,8,0,0,0
2/18/26 18:29,null,null,52,43,9,0,0,0
2/18/26 18:29,null,null,68,56,11,1,0,0
2/18/26 18:29,null,null,61,52,12,1,0,0
2/18/26 18:29,null,null,49,45,14,2,0,0
2/18/26 18:29,null,null,45,43,12,1,0,0
2/18/26 18:29,null,null,36,33,8,0,0,0
2/18/26 18:29,null,null,42,33,6,0,0,0
2/18/26 18:29,null,null,71,60,11,2,0,0
2/18/26 18:29,null,null,58,50,12,2,0,0
2/18/26 18:29,null,null,26,22,11,0,0,0
2/18/26 18:29,null,null,32,27,9,0,0,0
2/18/26 18:30,null,null,37,31,5,1,1,0
2/18/26 18:30,null,null,37,34,8,0,0,0
2/18/26 18:30,null,null,58,51,12,1,0,0
2/18/26 18:30,null,null,51,44,10,2,0,0
2/18/26 18:30,null,null,28,25,6,0,0,0
2/18/26 18:30,null,null,27,23,7,1,0,0
2/18/26 18:30,null,null,23,20,3,0,0,0
2/18/26 18:30,null,null,25,23,4,0,0,0
2/18/26 18:30,null,null,45,41,9,1,0,0
2/18/26 18:30,null,null,51,48,9,2,0,0
2/18/26 18:32,null,null,27,25,10,0,0,0
2/18/26 18:32,null,null,24,22,7,0,0,0
2/18/26 18:32,null,null,20,17,5,1,1,1
2/18/26 18:32,null,null,27,25,6,1,0,0
2/18/26 18:32,null,null,24,23,3,1,0,0
2/18/26 18:32,null,null,18,17,6,1,1,0
2/18/26 18:32,null,null,23,19,8,2,1,0
2/18/26 18:32,null,null,23,19,6,2,0,0
2/18/26 18:32,null,null,19,18,6,2,0,0
2/18/26 18:33,null,null,21,15,3,1,0,0
2/18/26 18:33,null,null,25,19,1,0,0,0
2/18/26 18:33,null,null,27,26,1,0,0,0
2/18/26 18:33,null,null,23,20,2,1,0,0
2/18/26 18:33,null,null,20,17,4,1,0,0
2/18/26 18:33,null,null,34,29,6,1,0,0
2/18/26 18:33,null,null,38,32,5,1,0,0
2/18/26 18:33,null,null,44,40,6,0,0,0
2/18/26 18:33,null,null,45,41,6,1,1,0
2/18/26 18:33,null,null,26,22,4,1,0,0
2/18/26 18:33,null,null,30,26,8,1,0,0
2/18/26 18:34,null,null,41,35,9,1,1,0
2/18/26 18:34,null,null,37,30,3,0,0,0
2/18/26 18:34,null,null,26,22,2,0,0,0
2/18/26 18:34,null,null,15,12,4,0,0,0
2/18/26 18:34,null,null,16,13,4,1,0,0
2/18/26 18:34,null,null,20,17,6,1,1,0
2/18/26 18:34,null,null,17,15,6,2,1,0
2/18/26 18:34,null,null,17,14,4,1,1,0
2/18/26 18:34,null,null,20,17,4,2,2,0
2/18/26 18:34,null,null,28,26,4,1,1,0
2/18/26 18:34,null,null,41,39,6,1,0,0
2/18/26 18:34,null,null,36,33,8,2,0,0
2/18/26 18:35,null,null,27,24,4,0,0,0
2/18/26 18:35,null,null,32,28,2,0,0,0
2/18/26 18:35,null,null,34,29,3,0,0,0
2/18/26 18:35,null,null,22,19,4,1,0,0
2/18/26 18:35,null,null,13,12,5,1,0,0
2/18/26 18:35,null,null,15,12,5,1,0,0
2/18/26 18:35,null,null,16,12,3,0,0,0
2/18/26 18:35,null,null,19,16,2,0,0,0
2/18/26 18:35,null,null,43,36,7,0,0,0
2/18/26 18:35,null,null,53,44,10,0,0,0
2/18/26 18:35,null,null,30,25,6,0,0,0
2/18/26 18:36,null,null,19,16,3,0,0,0
2/18/26 18:36,null,null,24,21,4,1,0,0
2/18/26 18:36,null,null,30,27,6,2,0,0
2/18/26 18:36,null,null,35,33,7,2,0,0
2/18/26 18:36,null,null,31,27,7,0,0,0
2/18/26 18:36,null,null,26,20,6,0,0,0
2/18/26 18:36,null,null,27,20,6,0,0,0
2/18/26 18:36,null,null,20,15,6,0,0,0
2/18/26 18:36,null,null,15,10,4,0,0,0
2/18/26 18:36,null,null,14,10,4,1,1,0
2/18/26 18:36,null,null,17,16,5,0,0,0
2/18/26 18:36,null,null,23,22,5,0,0,0
2/18/26 18:37,null,null,27,24,6,1,0,0
2/18/26 18:37,null,null,27,22,6,1,0,0
2/18/26 18:37,null,null,21,16,4,1,1,0
2/18/26 18:37,null,null,9,7,1,0,0,0
2/18/26 18:37,null,null,8,7,1,0,0,0
2/18/26 18:37,null,null,15,13,3,0,0,0
2/18/26 18:37,null,null,26,26,3,0,0,0
2/18/26 18:37,null,null,30,29,6,0,0,0
2/18/26 18:37,null,null,35,31,7,0,0,0
2/18/26 18:37,null,null,46,38,9,1,0,0
2/18/26 18:37,null,null,38,33,9,0,0,0
2/18/26 18:38,null,null,29,27,8,0,0,0
2/18/26 18:38,null,null,28,26,7,1,0,0
2/18/26 18:38,null,null,23,19,3,0,0,0
2/18/26 18:38,null,null,18,13,3,0,0,0
2/18/26 18:38,null,null,22,20,5,0,0,0
2/18/26 18:38,null,null,22,21,3,0,0,0
2/18/26 18:38,null,null,20,19,2,0,0,0
2/18/26 18:38,null,null,24,22,2,1,1,0
2/18/26 18:38,null,null,21,20,1,1,1,0
2/18/26 18:38,null,null,18,17,1,1,1,0
2/18/26 18:38,null,null,21,20,3,1,0,0
2/18/26 18:39,null,null,23,22,5,1,0,0
2/18/26 18:39,null,null,36,32,7,2,0,0
2/18/26 18:39,null,null,45,38,9,2,0,0
2/18/26 18:39,null,null,30,24,7,1,0,0
2/18/26 18:39,null,null,15,10,3,0,0,0
2/18/26 18:39,null,null,16,15,7,1,0,0
2/18/26 18:39,null,null,27,23,9,1,0,0
2/18/26 18:39,null,null,35,23,6,0,0,0
2/18/26 18:39,null,null,29,19,6,1,1,0
2/18/26 18:39,null,null,24,23,4,0,0,0
2/18/26 18:39,null,null,19,18,3,0,0,0
2/18/26 18:39,null,null,14,11,6,1,1,1
2/18/26 18:40,null,null,18,13,6,0,0,0
2/18/26 18:40,null,null,27,20,6,1,0,0
2/18/26 18:40,null,null,37,29,6,1,0,0
2/18/26 18:40,null,null,37,28,5,1,0,0
2/18/26 18:40,null,null,27,21,7,1,1,1
2/18/26 18:40,null,null,21,18,5,0,0,0
2/18/26 18:40,null,null,25,18,3,0,0,0
2/18/26 18:40,null,null,28,20,4,1,0,0
2/18/26 18:40,null,null,29,21,2,0,0,0
2/18/26 18:40,null,null,26,23,3,0,0,0
2/18/26 18:40,null,null,27,25,5,0,0,0
2/18/26 18:41,null,null,33,28,6,0,0,0
2/18/26 18:41,null,null,28,25,6,1,0,0
2/18/26 18:41,null,null,19,18,4,2,1,1
2/18/26 18:41,null,null,22,21,5,1,0,0
2/18/26 18:41,null,null,26,24,5,0,0,0
2/18/26 18:41,null,null,29,25,3,0,0,0
2/18/26 18:41,null,null,31,22,4,1,1,0
2/18/26 18:41,null,null,18,13,4,2,1,0
2/18/26 18:41,null,null,10,9,3,2,1,0
2/18/26 18:41,null,null,17,15,5,1,0,0
2/18/26 18:41,null,null,35,29,6,1,0,0
2/18/26 18:41,null,null,40,35,9,1,0,0
2/18/26 18:42,null,null,24,21,9,0,0,0
2/18/26 18:42,null,null,14,12,4,0,0,0
2/18/26 18:42,null,null,20,18,2,1,1,1
2/18/26 18:42,null,null,32,24,4,1,0,0
2/18/26 18:42,null,null,36,28,8,1,0,0
2/18/26 18:42,null,null,32,31,8,0,0,0
2/18/26 18:42,null,null,40,36,4,0,0,0
2/18/26 18:42,null,null,37,31,3,0,0,0
2/18/26 18:42,null,null,26,22,4,0,0,0
2/18/26 18:42,null,null,46,43,7,1,1,0
2/18/26 18:42,null,null,49,46,9,1,0,0
2/18/26 18:43,null,null,27,24,5,0,0,0
2/18/26 18:43,null,null,20,18,1,0,0,0
2/18/26 18:43,null,null,20,18,1,1,0,0
2/18/26 18:43,null,null,30,23,2,0,0,0
2/18/26 18:43,null,null,34,24,4,0,0,0
2/18/26 18:43,null,null,27,19,4,0,0,0
2/18/26 18:43,null,null,24,20,4,2,0,0
2/18/26 18:43,null,null,23,23,6,1,0,0
2/18/26 18:43,null,null,33,33,8,0,0,0
2/18/26 18:43,null,null,37,36,6,1,1,0
2/18/26 18:43,null,null,24,22,6,1,0,0
2/18/26 18:44,null,null,39,36,14,4,1,0
2/18/26 18:44,null,null,42,41,13,4,2,1
2/18/26 18:44,null,null,22,22,2,0,0,0
2/18/26 18:44,null,null,33,30,5,1,0,0
2/18/26 18:44,null,null,41,35,8,2,0,0
2/18/26 18:44,null,null,30,25,6,1,0,0
2/18/26 18:44,null,null,20,16,4,0,0,0
2/18/26 18:44,null,null,19,18,4,2,0,0
2/18/26 18:44,null,null,26,24,7,3,1,1
2/18/26 18:44,null,null,26,24,5,2,0,0
2/18/26 18:44,null,null,22,21,1,1,0,0
2/18/26 18:44,null,null,20,16,0,0,0,0
2/18/26 18:45,null,null,21,15,2,0,0,0
2/18/26 18:45,null,null,23,18,4,1,1,0
2/18/26 18:45,null,null,26,22,4,0,0,0
2/18/26 18:45,null,null,29,24,2,0,0,0
2/18/26 18:45,null,null,39,33,2,0,0,0
2/18/26 18:45,null,null,41,36,3,0,0,0
2/18/26 18:45,null,null,41,35,5,1,0,0
2/18/26 18:45,null,null,42,38,6,1,0,0
2/18/26 18:45,null,null,36,34,8,0,0,0
2/18/26 18:45,null,null,37,35,13,1,0,0
2/18/26 18:45,null,null,44,40,14,1,0,0
2/18/26 18:46,null,null,68,61,10,0,0,0
2/18/26 18:46,null,null,58,51,9,1,0,0
2/18/26 18:46,null,null,35,29,12,2,1,0
2/18/26 18:46,null,null,38,33,10,1,0,0
2/18/26 18:46,null,null,31,29,8,1,0,0
2/18/26 18:46,null,null,43,40,6,1,0,0
2/18/26 18:46,null,null,66,59,11,1,0,0
2/18/26 18:46,null,null,45,38,9,1,0,0
2/18/26 18:46,null,null,30,23,8,1,0,0
2/18/26 18:46,null,null,33,24,8,1,0,0
2/18/26 18:46,null,null,32,27,7,1,0,0
2/18/26 18:46,null,null,28,26,9,1,0,0
2/18/26 18:47,null,null,28,25,9,3,0,0
2/18/26 18:47,null,null,56,50,13,4,0,0
2/18/26 18:47,null,null,78,69,19,2,1,1
2/18/26 18:47,null,null,57,48,14,2,0,0
2/18/26 18:47,null,null,28,21,4,3,0,0
2/18/26 18:47,null,null,29,23,6,2,0,0
2/18/26 18:47,null,null,35,31,7,1,1,1
2/18/26 18:47,null,null,33,31,11,2,0,0
2/18/26 18:47,null,null,44,41,17,2,0,0
2/18/26 18:47,null,null,43,36,15,3,0,0
2/18/26 18:47,null,null,36,29,11,5,0,0
2/18/26 18:48,null,null,42,37,10,4,1,0
2/18/26 18:48,null,null,24,21,6,1,0,0
2/18/26 18:48,null,null,19,17,4,0,0,0
2/18/26 18:48,null,null,31,27,5,0,0,0
2/18/26 18:48,null,null,29,24,7,1,0,0
2/18/26 18:48,null,null,30,27,7,2,0,0
2/18/26 18:48,null,null,34,32,6,1,0,0
2/18/26 18:48,null,null,40,38,8,1,1,0
2/18/26 18:48,null,null,62,49,11,1,0,0
2/18/26 18:48,null,null,60,43,10,0,0,0
2/18/26 18:48,null,null,33,26,6,0,0,0
2/18/26 18:49,null,null,31,27,1,0,0,0
2/18/26 18:49,null,null,42,36,5,0,0,0
2/18/26 18:49,null,null,44,34,8,1,1,0
2/18/26 18:49,null,null,47,32,6,0,0,0
2/18/26 18:49,null,null,45,34,5,0,0,0
2/18/26 18:49,null,null,59,46,7,0,0,0
2/18/26 18:49,null,null,57,46,9,1,0,0
2/18/26 18:49,null,null,41,36,8,1,0,0
2/18/26 18:49,null,null,41,30,6,0,0,0
2/18/26 18:49,null,null,36,24,4,0,0,0
2/18/26 18:49,null,null,46,36,6,2,0,0
2/18/26 18:49,null,null,47,38,11,5,1,0
2/18/26 18:50,null,null,54,46,13,6,2,0
2/18/26 18:50,null,null,114,105,32,3,1,0
2/18/26 18:50,null,null,102,92,28,0,0,0
2/18/26 18:50,null,null,45,39,6,0,0,0
2/18/26 18:50,null,null,45,41,4,0,0,0
2/18/26 18:50,null,null,43,39,4,0,0,0
2/18/26 18:50,null,null,38,35,7,0,0,0
2/18/26 18:50,null,null,44,41,6,0,0,0
2/18/26 18:50,null,null,46,42,6,0,0,0
2/18/26 18:50,null,null,51,47,8,0,0,0
2/18/26 18:50,null,null,45,43,7,0,0,0
2/18/26 18:51,null,null,32,27,4,1,1,0
2/18/26 18:51,null,null,52,38,4,2,2,0
2/18/26 18:51,null,null,58,43,6,1,1,0
2/18/26 18:51,null,null,48,40,6,0,0,0
2/18/26 18:51,null,null,55,44,6,0,0,0
2/18/26 18:51,null,null,57,46,7,0,0,0
2/18/26 18:51,null,null,46,43,7,0,0,0
2/18/26 18:51,null,null,46,36,7,1,0,0
2/18/26 18:51,null,null,49,31,10,3,2,0
2/18/26 18:51,null,null,37,26,9,3,1,0
2/18/26 18:51,null,null,34,32,8,4,1,0
2/18/26 18:51,null,null,47,39,7,5,1,0
2/18/26 18:52,null,null,56,44,4,2,0,0
2/18/26 18:52,null,null,48,40,2,1,0,0
2/18/26 18:52,null,null,32,26,2,0,0,0
2/18/26 18:52,null,null,37,28,3,0,0,0
2/18/26 18:52,null,null,43,33,5,0,0,0
2/18/26 18:52,null,null,54,47,7,1,1,0
2/18/26 18:52,null,null,64,56,6,0,0,0
2/18/26 18:52,null,null,49,42,4,0,0,0
2/18/26 18:52,null,null,44,39,7,0,0,0
2/18/26 18:52,null,null,52,44,12,1,0,0
2/18/26 18:52,null,null,47,38,11,2,0,0
2/18/26 18:53,null,null,48,38,6,3,0,0
2/18/26 18:53,null,null,58,48,4,1,0,0
2/18/26 18:53,null,null,69,63,3,0,0,0
2/18/26 18:53,null,null,61,56,5,0,0,0
2/18/26 18:53,null,null,43,38,6,1,0,0
2/18/26 18:53,null,null,45,41,4,2,1,0
2/18/26 18:53,null,null,44,42,6,1,0,0
2/18/26 18:53,null,null,46,40,11,2,0,0
2/18/26 18:53,null,null,43,36,10,2,0,0
2/18/26 18:53,null,null,51,44,18,1,1,0
2/18/26 18:53,null,null,64,53,19,1,0,0
2/18/26 18:54,null,null,72,62,23,2,0,0
2/18/26 18:54,null,null,70,61,21,2,0,0
2/18/26 18:54,null,null,60,51,6,1,0,0
2/18/26 18:54,null,null,57,47,5,1,0,0
2/18/26 18:54,null,null,52,44,5,0,0,0
2/18/26 18:54,null,null,61,52,5,0,0,0
2/18/26 18:54,null,null,64,53,7,0,0,0
2/18/26 18:54,null,null,58,49,6,0,0,0
2/18/26 18:54,null,null,51,46,4,0,0,0
2/18/26 18:54,null,null,48,45,6,0,0,0
2/18/26 18:54,null,null,58,50,11,1,0,0
2/18/26 18:54,null,null,60,51,14,0,0,0
2/18/26 18:55,null,null,60,53,12,1,0,0
2/18/26 18:55,null,null,64,54,9,1,0,0
2/18/26 18:55,null,null,45,37,5,0,0,0
2/18/26 18:55,null,null,38,29,4,0,0,0
2/18/26 18:55,null,null,49,34,8,0,0,0
2/18/26 18:55,null,null,58,41,10,2,1,0
2/18/26 18:55,null,null,57,45,8,2,1,0
2/18/26 18:55,null,null,53,46,8,0,0,0
2/18/26 18:55,null,null,49,44,9,0,0,0
2/18/26 18:55,null,null,50,47,12,0,0,0
2/18/26 18:55,null,null,60,53,11,1,0,0
2/18/26 18:56,null,null,55,47,8,0,0,0
2/18/26 18:56,null,null,73,61,12,2,1,0
2/18/26 18:56,null,null,100,82,12,2,1,0
2/18/26 18:56,null,null,91,76,12,1,0,0
2/18/26 18:56,null,null,71,61,11,0,0,0
2/18/26 18:56,null,null,70,58,8,0,0,0
2/18/26 18:56,null,null,79,62,13,1,0,0
2/18/26 18:56,null,null,84,69,20,0,0,0
2/18/26 18:56,null,null,72,62,16,0,0,0
2/18/26 18:56,null,null,69,62,8,0,0,0
2/18/26 18:56,null,null,62,57,4,0,0,0
2/18/26 18:56,null,null,51,40,1,0,0,0
2/18/26 18:57,null,null,68,57,8,0,0,0
2/18/26 18:57,null,null,91,85,22,2,1,0
2/18/26 18:57,null,null,90,84,20,2,1,0
2/18/26 18:57,null,null,58,49,8,0,0,0
2/18/26 18:57,null,null,58,43,9,0,0,0
2/18/26 18:57,null,null,87,66,11,0,0,0
2/18/26 18:57,null,null,77,58,6,1,0,0
2/18/26 18:57,null,null,56,46,5,1,0,0
